Dataset:Dermatology  Date:27-Jul-2026 19:25:30
Dataset:Dermatology  Date:27-Jul-2026 19:27:32
20	1	1	6	2	0.36592	0.22693	1	0.36615	1	0.2241	0.057589	2.4285	0.67817
20	1	100	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.67182
20	1	10000	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.72206
20	100	0.01	6	7	0.80168	0.8548	0.80168	0.78673	0.69233	0.91092	0.74209	2.4285	1.0713
20	100	1	6	7	0.80168	0.8548	0.80168	0.78673	0.69233	0.91092	0.74209	2.4285	1.0697
20	100	100	6	4	0.74581	0.75046	0.93575	0.68279	0.84328	0.57362	0.58342	2.4285	1.692
20	100	10000	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.83549
20	10000	0.01	6	8	0.70391	0.74413	0.75978	0.66183	0.58098	0.76883	0.59134	2.4285	1.0634
20	10000	1	6	5	0.63966	0.72838	0.82961	0.63614	0.68999	0.59009	0.53587	2.4285	1.0746
20	10000	100	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.90278
20	10000	10000	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.84836
30	0.01	0.01	6	4	0.34078	0.11466	0.93575	0.3355	0.90192	0.20608	0.013733	2.4285	0.50398
30	0.01	1	6	4	0.5419	0.36163	0.7905	0.40484	0.77987	0.27338	0.15368	2.4285	0.51444
30	0.01	100	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.5071
30	0.01	10000	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.51421
30	1	0.01	6	7	0.41061	0.408	0.87989	0.40816	0.85577	0.26799	0.14816	2.4285	0.72787
30	1	1	6	5	0.39944	0.28392	0.89106	0.37318	0.86194	0.23814	0.08623	2.4285	0.74059
30	1	100	6	3	0.45251	0.27624	0.87989	0.38863	0.87732	0.2496	0.11136	2.4285	0.74385
30	1	10000	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.75305
30	100	0.01	6	11	0.66201	0.78826	0.66201	0.6413	0.49758	0.90178	0.58169	2.4285	1.1795
30	100	1	6	11	0.66201	0.78826	0.66201	0.6413	0.49758	0.90178	0.58169	2.4285	1.4137
30	100	100	6	5	0.85475	0.90227	0.98883	0.87726	0.98399	0.79142	0.84221	2.4285	1.6289
30	100	10000	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.95416
30	10000	0.01	6	12	0.52235	0.72333	0.61732	0.54097	0.44229	0.69634	0.45633	2.4285	1.4087
30	10000	1	6	6	0.77095	0.82201	0.90503	0.73719	0.77464	0.7032	0.66729	2.4285	1.6103
30	10000	100	6	3	0.67318	0.74862	0.99721	0.69026	0.99453	0.52855	0.58046	2.4285	1.7354
30	10000	10000	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.91646
40	0.01	0.01	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.56165
40	0.01	1	6	5	0.40223	0.39847	0.76536	0.38443	0.69405	0.26584	0.13325	2.4285	0.55395
40	0.01	100	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.56388
40	0.01	10000	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.5794
40	1	0.01	6	10	0.36034	0.26161	0.84916	0.36087	0.83211	0.2304	0.068481	2.4285	0.82383
40	1	1	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	1.0526
40	1	100	6	4	0.34916	0.32549	0.8352	0.36273	0.74481	0.23974	0.085436	2.4285	0.80839
40	1	10000	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.80344
40	100	0.01	6	13	0.60335	0.72674	0.60335	0.55699	0.40887	0.87339	0.49208	2.4285	1.326
40	100	1	6	14	0.5838	0.71812	0.5838	0.54124	0.39302	0.86896	0.47581	2.4285	1.7854
40	100	100	6	6	0.75698	0.8224	0.89106	0.76945	0.78643	0.7532	0.71011	2.4285	2.033
40	100	10000	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	1.0317
40	10000	0.01	6	16	0.55028	0.69821	0.55028	0.53	0.39208	0.81762	0.45984	2.4285	1.5336
40	10000	1	6	9	0.74022	0.75926	0.76536	0.6916	0.6333	0.76172	0.623	2.4285	1.5487
40	10000	100	6	3	0.6676	0.727	0.99162	0.6823	0.98134	0.52295	0.56983	2.4285	1.6804
40	10000	10000	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.96743
50	0.01	0.01	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.65185
50	0.01	1	6	6	0.44413	0.39238	0.81006	0.4175	0.81103	0.28111	0.17066	2.4285	0.61693
50	0.01	100	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.61943
50	0.01	10000	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.61371
50	1	0.01	6	9	0.35475	0.28276	0.84637	0.36753	0.83586	0.23555	0.079807	2.4285	0.87147
